"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"51",30,2,"ADIPOSITY NECK",0.513804312754824,0.509802702160214,0.489817814074222,196.194521113606,1519.4933125211,818.379118782929,1533.51463866483,27.9652336753114,27.960593529019,0.498200519029007,0.114147598794163
"57",31,2,"ADIPOSITY ANKLE",0.513336645478871,0.509331185770878,0.484547226333768,196.614092715795,1519.7298239864,818.611432693038,1533.75115013013,27.9921331830558,27.9874885734482,0.498679733645108,0.114257396346846
"52",32,2,"ADIPOSITY CHEST",0.511592478769181,0.507572663779627,0.485626086370618,198.178886445222,1520.60989430513,819.475908832885,1534.63122044886,28.0924549894493,28.0877937338925,0.500466966199481,0.114666886696166
"58",33,2,"ADIPOSITY BICEPS",0.505434512089409,0.501364014246524,0.478505970355115,203.70355767819,1523.69213482816,822.503846279709,1537.71346097189,28.4466518317544,28.4419318058979,0.506776981439247,0.116112636069084
"29",34,2,"WEIGHT ADIPOSITY",0.504940553596527,0.500865990251642,0.479272705924024,204.14671666521,1523.93771028837,822.745116025903,1537.9590364321,28.4750635701588,28.4703388300695,0.507283136438127,0.11622860619664
"40",35,2,"HEIGHT ADIPOSITY",0.503176166086939,0.499087081034157,0.477356044278186,205.729651654131,1524.81289347528,823.604979478593,1538.83421961901,28.5765484460922,28.5718068670708,0.509091089071408,0.116642843926108
"59",36,2,"ADIPOSITY FOREARM",0.503022081917741,0.498931728682496,0.465336522284909,205.86788955331,1524.8891757033,823.679928265266,1538.91050184703,28.5854111322705,28.5806680827032,0.509248977787994,0.116679019355853
"55",37,2,"ADIPOSITY THIGH",0.502668051178349,0.498574784109858,0.47696918320992,206.185511187726,1525.06435563155,823.852047105787,1539.08568177528,28.6057744399161,28.6010280115561,0.509611750027124,0.116762137655462
"42",38,2,"HEIGHT CHEST",0.502220572211916,0.498123622188968,0.489210228024275,206.586970679433,1525.28559686294,824.069424608915,1539.30692300667,28.6315127469175,28.6267620479153,0.510070277856926,0.116867195455992
"54",39,2,"ADIPOSITY HIP",0.501709453657917,0.4976082968979,0.475562699045804,207.04552495859,1525.53805939787,824.31748121512,1539.5593855416,28.6609115058398,28.6561559288328,0.510594016622135,0.116987194372413
"56",40,2,"ADIPOSITY KNEE",0.500917824898611,0.496810152675554,0.474722079838189,207.755741311026,1525.92856680096,824.701179946373,1539.94989294469,28.7064447835279,28.7016816513875,0.511405191770559,0.117173050652881
